id,date,count
1195,1/20,5
1195,1/21,6
1195,1/22,5
1195,1/23,4
1195,1/24,4
1196,1/05,12
1196,1/06,11
1196,1/07,13
1196,1/08,23
1196,1/09,25
1196,1/10,27
1196,1/11,33
1196,1/12,37
1196,1/13,40
1196,1/14,41
1196,1/15,39
1196,1/16,43
1196,1/17,44
1196,1/18,45
1196,1/19,44
1196,1/20,41
1196,1/21,39
1196,1/22,36
1196,1/23,34
1196,1/24,35
1197,1/05,108
1197,1/06,119
1197,1/07,128
1197,1/08,177
1197,1/09,200
1197,1/10,227
1197,1/11,262
1197,1/12,329
1197,1/13,380
1197,1/14,397
1197,1/15,418
1197,1/16,413
1197,1/17,407
1197,1/18,406
1197,1/19,405
1197,1/20,400
1197,1/21,386
1197,1/22,368
1197,1/23,359
1197,1/24,354
1198,1/05,55
1198,1/06,64
1198,1/07,68
1198,1/08,106
1198,1/09,124
1198,1/10,149
1198,1/11,169
1198,1/12,217
1198,1/13,246
1198,1/14,275
1198,1/15,282
1198,1/16,289
1198,1/17,286
1198,1/18,284
1198,1/19,285
1198,1/20,281
1198,1/21,278
1198,1/22,272
1198,1/23,265
1198,1/24,257
1199,1/05,4
1199,1/06,4
1199,1/07,4
1199,1/08,6
1199,1/09,7
1199,1/10,9
1199,1/11,9
1199,1/12,10
1199,1/13,12
1199,1/14,10
1199,1/15,13
1199,1/16,13
1199,1/17,12
1199,1/18,12
1199,1/19,12
1199,1/20,14
1199,1/21,13
1199,1/22,12
1199,1/23,11
1199,1/24,11
1200,1/05,3
1200,1/06,3
1200,1/07,4
1200,1/08,9
1200,1/09,10
1200,1/10,11
1200,1/11,11
1200,1/12,10
1200,1/13,10
1200,1/14,10
1200,1/15,10
1200,1/16,9
1200,1/17,9
1200,1/18,9
1200,1/19,9
1200,1/20,8
1200,1/21,8
1200,1/22,7
1200,1/23,8
1200,1/24,7
1201,1/05,12
1201,1/06,13
1201,1/07,14
1201,1/08,19
1201,1/09,22
1201,1/10,23
1201,1/11,25
1201,1/12,28
1201,1/13,36
1201,1/14,40
1201,1/15,41
1201,1/16,38
1201,1/17,37
1201,1/18,36
1201,1/19,36
1201,1/20,35
1201,1/21,35
1201,1/22,34
1201,1/23,33
1201,1/24,31
1202,1/05,3
1202,1/06,3
1202,1/07,5
1202,1/08,5
1202,1/09,7
1202,1/10,9
1202,1/11,11
1202,1/12,15
1202,1/13,16
1202,1/14,16
1202,1/15,18
1202,1/16,17
1202,1/17,13
1202,1/18,13
1202,1/19,13
1202,1/20,14
1202,1/21,12
1202,1/22,12
1202,1/23,12
1202,1/24,11
1203,1/05,5
1203,1/06,6
1203,1/07,6
1203,1/08,6
1203,1/09,6
1203,1/10,9
1203,1/11,10
1203,1/12,11
1203,1/13,14
1203,1/14,14
1203,1/15,12
1203,1/16,13
1203,1/17,15
1203,1/18,15
1203,1/19,15
1203,1/20,13
1203,1/21,13
1203,1/22,13
1203,1/23,10
1203,1/24,9
1204,1/05,10
1204,1/06,10
1204,1/07,10
1204,1/08,14
1204,1/09,19
1204,1/10,20
1204,1/11,22
1204,1/12,28
1204,1/13,33
1204,1/14,35
1204,1/15,34
1204,1/16,36
1204,1/17,35
1204,1/18,32
1204,1/19,31
1204,1/20,27
1204,1/21,26
1204,1/22,24
1204,1/23,23
1204,1/24,20
1206,1/05,8
1206,1/06,13
1206,1/07,17
1206,1/08,35
1206,1/09,38
1206,1/10,41
1206,1/11,41
1206,1/12,51
1206,1/13,58
1206,1/14,57
1206,1/15,53
1206,1/16,45
1206,1/17,43
1206,1/18,42
1206,1/19,39
1206,1/20,38
1206,1/21,36
1206,1/22,32
1206,1/23,27
1206,1/24,27
1208,1/05,10
1208,1/06,11
1208,1/07,11
1208,1/08,11
1208,1/09,12
1208,1/10,14
1208,1/11,16
1208,1/12,18
1208,1/13,26
1208,1/14,24
1208,1/15,23
1208,1/16,23
1208,1/17,22
1208,1/18,21
1208,1/19,19
1208,1/20,19
1208,1/21,19
1208,1/22,17
1208,1/23,15
1208,1/24,14
1210,1/05,6
1210,1/06,7
1210,1/07,9
1210,1/08,9
1210,1/09,11
1210,1/10,10
1210,1/11,10
1210,1/12,10
1210,1/13,11
1210,1/14,11
1210,1/15,13
1210,1/16,11
1210,1/17,11
1210,1/18,9
1210,1/19,9
1210,1/20,7
1210,1/21,8
1210,1/22,8
1210,1/23,6
1210,1/24,5
1211,1/05,3
1211,1/06,4
1211,1/07,5
1211,1/08,5
1211,1/09,4
1211,1/10,4
1211,1/11,7
1211,1/12,9
1211,1/13,13
1211,1/14,13
1211,1/15,15
1211,1/16,16
1211,1/17,18
1211,1/18,17
1211,1/19,16
1211,1/20,15
1211,1/21,15
1211,1/22,15
1211,1/23,14
1211,1/24,12
1212,1/05,1
1212,1/06,2
1212,1/07,3
1212,1/08,7
1212,1/09,7
1212,1/10,8
1212,1/11,7
1212,1/12,9
1212,1/13,11
1212,1/14,11
1212,1/15,12
1212,1/16,11
1212,1/17,10
1212,1/18,10
1212,1/19,11
1212,1/20,11
1212,1/21,11
1212,1/22,11
1212,1/23,11
1212,1/24,11
1213,1/05,6
1213,1/06,8
1213,1/07,10
1213,1/08,16
1213,1/09,23
1213,1/10,26
1213,1/11,26
1213,1/12,35
1213,1/13,34
1213,1/14,34
1213,1/15,35
1213,1/16,34
1213,1/17,34
1213,1/18,35
1213,1/19,36
1213,1/20,37
1213,1/21,38
1213,1/22,37
1213,1/23,36
1213,1/24,33
1214,1/05,16
1214,1/06,16
1214,1/07,19
1214,1/08,31
1214,1/09,36
1214,1/10,40
1214,1/11,42
1214,1/12,50
1214,1/13,54
1214,1/14,56
1214,1/15,58
1214,1/16,58
1214,1/17,59
1214,1/18,60
1214,1/19,59
1214,1/20,57
1214,1/21,49
1214,1/22,47
1214,1/23,46
1214,1/24,44
1215,1/05,12
1215,1/06,12
1215,1/07,14
1215,1/08,16
1215,1/09,15
1215,1/10,17
1215,1/11,18
1215,1/12,21
1215,1/13,27
1215,1/14,24
1215,1/15,21
1215,1/16,20
1215,1/17,19
1215,1/18,18
1215,1/19,17
1215,1/20,19
1215,1/21,19
1215,1/22,18
1215,1/23,17
1215,1/24,16
1216,1/05,11
1216,1/06,11
1216,1/07,11
1216,1/08,16
1216,1/09,20
1216,1/10,23
1216,1/11,24
1216,1/12,31
1216,1/13,31
1216,1/14,31
1216,1/15,28
1216,1/16,28
1216,1/17,25
1216,1/18,25
1216,1/19,25
1216,1/20,25
1216,1/21,25
1216,1/22,27
1216,1/23,26
1216,1/24,24
1217,1/05,6
1217,1/06,7
1217,1/07,9
1217,1/08,8
1217,1/09,8
1217,1/10,9
1217,1/11,10
1217,1/12,10
1217,1/13,13
1217,1/14,12
1217,1/15,12
1217,1/16,11
1217,1/17,11
1217,1/18,12
1217,1/19,12
1217,1/20,12
1217,1/21,10
1217,1/22,9
1217,1/23,6
1217,1/24,3
1218,1/05,9
1218,1/06,10
1218,1/07,12
1218,1/08,21
1218,1/09,22
1218,1/10,23
1218,1/11,26
1218,1/12,28
1218,1/13,31
1218,1/14,33
1218,1/15,38
1218,1/16,38
1218,1/17,39
1218,1/18,40
1218,1/19,40
1218,1/20,38
1218,1/21,37
1218,1/22,34
1218,1/23,31
1218,1/24,31
1219,1/05,4
1219,1/06,5
1219,1/07,5
1219,1/08,5
1219,1/09,7
1219,1/10,8
1219,1/11,8
1219,1/12,9
1219,1/13,9
1219,1/14,9
1219,1/15,10
1219,1/16,9
1219,1/17,8
1219,1/18,8
1219,1/19,8
1219,1/20,8
1219,1/21,8
1219,1/22,8
1219,1/23,8
1219,1/24,8
1220,1/05,10
1220,1/06,13
1220,1/07,14
1220,1/08,19
1220,1/09,21
1220,1/10,25
1220,1/11,28
1220,1/12,34
1220,1/13,38
1220,1/14,38
1220,1/15,30
1220,1/16,25
1220,1/17,22
1220,1/18,21
1220,1/19,20
1220,1/20,21
1220,1/21,19
1220,1/22,19
1220,1/23,19
1220,1/24,19
1221,1/05,6
1221,1/06,6
1221,1/07,6
1221,1/08,7
1221,1/09,8
1221,1/10,9
1221,1/11,9
1221,1/12,13
1221,1/13,12
1221,1/14,10
1221,1/15,9
1221,1/16,7
1221,1/17,6
1221,1/18,4
1221,1/19,5
1221,1/20,4
1221,1/21,5
1221,1/22,5
1221,1/23,5
1221,1/24,5
1222,1/05,1
1222,1/06,1
1222,1/07,1
1222,1/08,1
1222,1/09,1
1222,1/10,1
1222,1/11,1
1222,1/12,1
1222,1/13,1
1222,1/14,1
1222,1/15,1
1222,1/16,0
1222,1/17,0
1222,1/18,0
1222,1/19,0
1222,1/20,0
1222,1/21,0
1222,1/22,0
1222,1/23,0
1222,1/24,0
1223,1/05,11
1223,1/06,11
1223,1/07,13
1223,1/08,13
1223,1/09,13
1223,1/10,14
1223,1/11,14
1223,1/12,22
1223,1/13,26
1223,1/14,33
1223,1/15,37
1223,1/16,34
1223,1/17,34
1223,1/18,34
1223,1/19,33
1223,1/20,33
1223,1/21,31
1223,1/22,29
1223,1/23,27
1223,1/24,27
1225,1/05,5
1225,1/06,5
1225,1/07,6
1225,1/08,6
1225,1/09,7
1225,1/10,7
1225,1/11,8
1225,1/12,8
1225,1/13,8
1225,1/14,8
1225,1/15,8
1225,1/16,9
1225,1/17,9
1225,1/18,8
1225,1/19,7
1225,1/20,7
1225,1/21,5
1225,1/22,5
1225,1/23,6
1225,1/24,5
1226,1/05,7
1226,1/06,8
1226,1/07,10
1226,1/08,15
1226,1/09,16
1226,1/10,19
1226,1/11,21
1226,1/12,26
1226,1/13,30
1226,1/14,31
1226,1/15,35
1226,1/16,35
1226,1/17,35
1226,1/18,32
1226,1/19,32
1226,1/20,33
1226,1/21,32
1226,1/22,32
1226,1/23,30
1226,1/24,30
1231,1/05,0
1231,1/06,0
1231,1/07,0
1231,1/08,0
1231,1/09,1
1231,1/10,2
1231,1/11,2
1231,1/12,3
1231,1/13,3
1231,1/14,3
1231,1/15,4
1231,1/16,4
1231,1/17,5
1231,1/18,5
1231,1/19,6
1231,1/20,6
1231,1/21,6
1231,1/22,7
1231,1/23,7
1231,1/24,7
1232,1/05,3
1232,1/06,4
1232,1/07,5
1232,1/08,8
1232,1/09,8
1232,1/10,9
1232,1/11,10
1232,1/12,10
1232,1/13,10
1232,1/14,12
1232,1/15,11
1232,1/16,11
1232,1/17,11
1232,1/18,11
1232,1/19,11
1232,1/20,11
1232,1/21,11
1232,1/22,9
1232,1/23,9
1232,1/24,9
1233,1/05,0
1233,1/06,0
1233,1/07,0
1233,1/08,2
1233,1/09,2
1233,1/10,2
1233,1/11,2
1233,1/12,2
1233,1/13,2
1233,1/14,2
1233,1/15,2
1233,1/16,2
1233,1/17,2
1233,1/18,2
1233,1/19,2
1233,1/20,2
1233,1/21,3
1233,1/22,3
1233,1/23,2
1233,1/24,0
1234,1/05,11
1234,1/06,12
1234,1/07,13
1234,1/08,16
1234,1/09,18
1234,1/10,19
1234,1/11,20
1234,1/12,21
1234,1/13,22
1234,1/14,24
1234,1/15,24
1234,1/16,24
1234,1/17,22
1234,1/18,22
1234,1/19,21
1234,1/20,20
1234,1/21,17
1234,1/22,17
1234,1/23,14
1234,1/24,14
1235,1/05,6
1235,1/06,8
1235,1/07,8
1235,1/08,11
1235,1/09,11
1235,1/10,13
1235,1/11,13
1235,1/12,16
1235,1/13,18
1235,1/14,19
1235,1/15,15
1235,1/16,15
1235,1/17,16
1235,1/18,16
1235,1/19,16
1235,1/20,14
1235,1/21,11
1235,1/22,9
1235,1/23,11
1235,1/24,11
1236,1/05,1
1236,1/06,1
1236,1/07,1
1236,1/08,1
1236,1/09,1
1236,1/10,1
1236,1/11,2
1236,1/12,3
1236,1/13,3
1236,1/14,3
1236,1/15,3
1236,1/16,3
1236,1/17,3
1236,1/18,3
1236,1/19,3
1236,1/20,3
1236,1/21,3
1236,1/22,4
1236,1/23,4
1236,1/24,4
1239,1/05,10
1239,1/06,10
1239,1/07,11
1239,1/08,13
1239,1/09,15
1239,1/10,16
1239,1/11,14
1239,1/12,17
1239,1/13,20
1239,1/14,20
1239,1/15,16
1239,1/16,17
1239,1/17,16
1239,1/18,16
1239,1/19,14
1239,1/20,12
1239,1/21,12
1239,1/22,11
1239,1/23,11
1239,1/24,10
1240,1/05,0
1240,1/06,0
1240,1/07,0
1240,1/08,0
1240,1/09,0
1240,1/10,3
1240,1/11,5
1240,1/12,7
1240,1/13,10
1240,1/14,10
1240,1/15,11
1240,1/16,12
1240,1/17,12
1240,1/18,12
1240,1/19,12
1240,1/20,12
1240,1/21,12
1240,1/22,12
1240,1/23,13
1240,1/24,13
1241,1/05,15
1241,1/06,15
1241,1/07,14
1241,1/08,15
1241,1/09,15
1241,1/10,18
1241,1/11,18
1241,1/12,18
1241,1/13,17
1241,1/14,18
1241,1/15,19
1241,1/16,18
1241,1/17,20
1241,1/18,20
1241,1/19,20
1241,1/20,19
1241,1/21,18
1241,1/22,17
1241,1/23,17
1241,1/24,17
1242,1/05,0
1242,1/06,0
1242,1/07,0
1242,1/08,0
1242,1/09,0
1242,1/10,0
1242,1/11,0
1242,1/12,0
1242,1/13,1
1242,1/14,2
1242,1/15,2
1242,1/16,2
1242,1/17,2
1242,1/18,2
1242,1/19,2
1242,1/20,2
1242,1/21,2
1242,1/22,2
1242,1/23,2
1242,1/24,2
1243,1/05,2
1243,1/06,2
1243,1/07,2
1243,1/08,3
1243,1/09,4
1243,1/10,4
1243,1/11,4
1243,1/12,6
1243,1/13,6
1243,1/14,6
1243,1/15,6
1243,1/16,6
1243,1/17,5
1243,1/18,5
1243,1/19,5
1243,1/20,5
1243,1/21,5
1243,1/22,5
1243,1/23,4
1243,1/24,4
1244,1/05,12
1244,1/06,14
1244,1/07,15
1244,1/08,16
1244,1/09,19
1244,1/10,21
1244,1/11,22
1244,1/12,24
1244,1/13,28
1244,1/14,30
1244,1/15,30
1244,1/16,28
1244,1/17,27
1244,1/18,26
1244,1/19,26
1244,1/20,26
1244,1/21,25
1244,1/22,24
1244,1/23,24
1244,1/24,24
1245,1/05,6
1245,1/06,6
1245,1/07,7
1245,1/08,10
1245,1/09,10
1245,1/10,11
1245,1/11,11
1245,1/12,12
1245,1/13,13
1245,1/14,13
1245,1/15,13
1245,1/16,13
1245,1/17,13
1245,1/18,13
1245,1/19,13
1245,1/20,13
1245,1/21,13
1245,1/22,13
1245,1/23,13
1245,1/24,13
1246,1/05,2
1246,1/06,2
1246,1/07,2
1246,1/08,2
1246,1/09,3
1246,1/10,3
1246,1/11,3
1246,1/12,5
1246,1/13,6
1246,1/14,8
1246,1/15,5
1246,1/16,5
1246,1/17,5
1246,1/18,5
1246,1/19,5
1246,1/20,5
1246,1/21,4
1246,1/22,4
1246,1/23,4
1246,1/24,4
1247,1/05,8
1247,1/06,10
1247,1/07,11
1247,1/08,12
1247,1/09,12
1247,1/10,14
1247,1/11,16
1247,1/12,19
1247,1/13,21
1247,1/14,22
1247,1/15,25
1247,1/16,24
1247,1/17,25
1247,1/18,24
1247,1/19,24
1247,1/20,24
1247,1/21,22
1247,1/22,22
1247,1/23,22
1247,1/24,20
1248,1/05,1
1248,1/06,2
1248,1/07,2
1248,1/08,2
1248,1/09,2
1248,1/10,2
1248,1/11,3
1248,1/12,4
1248,1/13,6
1248,1/14,6
1248,1/15,4
1248,1/16,3
1248,1/17,3
1248,1/18,3
1248,1/19,3
1248,1/20,3
1248,1/21,2
1248,1/22,2
1248,1/23,1
1248,1/24,1
1249,1/05,0
1249,1/06,0
1249,1/07,0
1249,1/08,0
1249,1/09,0
1249,1/10,1
1249,1/11,1
1249,1/12,1
1249,1/13,2
1249,1/14,2
1249,1/15,2
1249,1/16,2
1249,1/17,2
1249,1/18,2
1249,1/19,2
1249,1/20,2
1249,1/21,2
1249,1/22,3
1249,1/23,3
1249,1/24,3
1250,1/05,43
1250,1/06,50
1250,1/07,56
1250,1/08,65
1250,1/09,73
1250,1/10,82
1250,1/11,90
1250,1/12,99
1250,1/13,103
1250,1/14,101
1250,1/15,94
1250,1/16,96
1250,1/17,91
1250,1/18,91
1250,1/19,91
1250,1/20,90
1250,1/21,86
1250,1/22,77
1250,1/23,75
1250,1/24,75
1253,1/05,1
1253,1/06,1
1253,1/07,1
1253,1/08,2
1253,1/09,4
1253,1/10,4
1253,1/11,2
1253,1/12,6
1253,1/13,9
1253,1/14,10
1253,1/15,10
1253,1/16,10
1253,1/17,8
1253,1/18,5
1253,1/19,4
1253,1/20,3
1253,1/21,3
1253,1/22,3
1253,1/23,3
1253,1/24,2
1255,1/05,33
1255,1/06,39
1255,1/07,40
1255,1/08,51
1255,1/09,58
1255,1/10,62
1255,1/11,62
1255,1/12,56
1255,1/13,42
1255,1/14,31
1255,1/15,21
1255,1/16,20
1255,1/17,19
1255,1/18,19
1255,1/19,20
1255,1/20,19
1255,1/21,15
1255,1/22,15
1255,1/23,15
1255,1/24,15
1258,1/05,8
1258,1/06,9
1258,1/07,8
1258,1/08,11
1258,1/09,14
1258,1/10,15
1258,1/11,16
1258,1/12,22
1258,1/13,24
1258,1/14,21
1258,1/15,20
1258,1/16,19
1258,1/17,20
1258,1/18,19
1258,1/19,18
1258,1/20,18
1258,1/21,18
1258,1/22,17
1258,1/23,15
1258,1/24,15
1261,1/05,4
1261,1/06,5
1261,1/07,6
1261,1/08,9
1261,1/09,12
1261,1/10,14
1261,1/11,14
1261,1/12,24
1261,1/13,23
1261,1/14,23
1261,1/15,22
1261,1/16,22
1261,1/17,22
1261,1/18,21
1261,1/19,20
1261,1/20,19
1261,1/21,19
1261,1/22,18
1261,1/23,15
1261,1/24,15
1263,1/05,1
1263,1/06,0
1263,1/07,0
1263,1/08,0
1263,1/09,0
1263,1/10,0
1263,1/11,2
1263,1/12,2
1263,1/13,4
1263,1/14,4
1263,1/15,4
1263,1/16,5
1263,1/17,5
1263,1/18,5
1263,1/19,5
1263,1/20,5
1263,1/21,4
1263,1/22,4
1263,1/23,4
1263,1/24,3
1265,1/05,6
1265,1/06,6
1265,1/07,6
1265,1/08,10
1265,1/09,12
1265,1/10,14
1265,1/11,15
1265,1/12,27
1265,1/13,28
1265,1/14,32
1265,1/15,31
1265,1/16,38
1265,1/17,38
1265,1/18,34
1265,1/19,34
1265,1/20,32
1265,1/21,28
1265,1/22,26
1265,1/23,24
1265,1/24,22
1266,1/05,14
1266,1/06,16
1266,1/07,18
1266,1/08,21
1266,1/09,26
1266,1/10,32
1266,1/11,36
1266,1/12,55
1266,1/13,57
1266,1/14,74
1266,1/15,76
1266,1/16,74
1266,1/17,68
1266,1/18,64
1266,1/19,61
1266,1/20,52
1266,1/21,47
1266,1/22,42
1266,1/23,36
1266,1/24,35
1269,1/05,3
1269,1/06,4
1269,1/07,3
1269,1/08,3
1269,1/09,5
1269,1/10,5
1269,1/11,5
1269,1/12,6
1269,1/13,8
1269,1/14,7
1269,1/15,6
1269,1/16,5
1269,1/17,5
1269,1/18,5
1269,1/19,5
1269,1/20,5
1269,1/21,3
1269,1/22,2
1269,1/23,2
1269,1/24,2
1273,1/05,23
1273,1/06,24
1273,1/07,27
1273,1/08,35
1273,1/09,35
1273,1/10,40
1273,1/11,50
1273,1/12,80
1273,1/13,88
1273,1/14,101
1273,1/15,106
1273,1/16,102
1273,1/17,100
1273,1/18,96
1273,1/19,96
1273,1/20,90
1273,1/21,84
1273,1/22,78
1273,1/23,73
1273,1/24,72
1274,1/05,0
1274,1/06,0
1274,1/07,0
1274,1/08,0
1274,1/09,0
1274,1/10,0
1274,1/11,0
1274,1/12,0
1274,1/13,1
1274,1/14,1
1274,1/15,1
1274,1/16,1
1274,1/17,1
1274,1/18,1
1274,1/19,0
1274,1/20,0
1274,1/21,0
1274,1/22,0
1274,1/23,0
1274,1/24,0
1276,1/05,3
1276,1/06,3
1276,1/07,3
1276,1/08,6
1276,1/09,6
1276,1/10,6
1276,1/11,7
1276,1/12,8
1276,1/13,7
1276,1/14,6
1276,1/15,6
1276,1/16,6
1276,1/17,5
1276,1/18,5
1276,1/19,5
1276,1/20,6
1276,1/21,6
1276,1/22,6
1276,1/23,6
1276,1/24,4
1277,1/05,5
1277,1/06,5
1277,1/07,5
1277,1/08,7
1277,1/09,7
1277,1/10,6
1277,1/11,6
1277,1/12,7
1277,1/13,7
1277,1/14,7
1277,1/15,7
1277,1/16,7
1277,1/17,7
1277,1/18,7
1277,1/19,7
1277,1/20,7
1277,1/21,7
1277,1/22,7
1277,1/23,7
1277,1/24,7
1278,1/05,1
1278,1/06,1
1278,1/07,1
1278,1/08,1
1278,1/09,1
1278,1/10,1
1278,1/11,2
1278,1/12,2
1278,1/13,3
1278,1/14,3
1278,1/15,3
1278,1/16,2
1278,1/17,2
1278,1/18,2
1278,1/19,2
1278,1/20,2
1278,1/21,3
1278,1/22,4
1278,1/23,4
1278,1/24,4
1279,1/05,0
1279,1/06,0
1279,1/07,0
1279,1/08,1
1279,1/09,1
1279,1/10,1
1279,1/11,1
1279,1/12,1
1279,1/13,1
1279,1/14,2
1279,1/15,2
1279,1/16,2
1279,1/17,2
1279,1/18,2
1279,1/19,2
1279,1/20,2
1279,1/21,3
1279,1/22,3
1279,1/23,3
1279,1/24,3
1280,1/05,4
1280,1/06,4
1280,1/07,4
1280,1/08,8
1280,1/09,8
1280,1/10,8
1280,1/11,8
1280,1/12,8
1280,1/13,10
1280,1/14,10
1280,1/15,10
1280,1/16,10
1280,1/17,10
1280,1/18,10
1280,1/19,10
1280,1/20,10
1280,1/21,10
1280,1/22,10
1280,1/23,10
1280,1/24,9
1281,1/05,4
1281,1/06,5
1281,1/07,6
1281,1/08,8
1281,1/09,9
1281,1/10,12
1281,1/11,13
1281,1/12,15
1281,1/13,18
1281,1/14,17
1281,1/15,18
1281,1/16,17
1281,1/17,18
1281,1/18,18
1281,1/19,18
1281,1/20,18
1281,1/21,18
1281,1/22,16
1281,1/23,15
1281,1/24,11
1285,1/05,1
1285,1/06,1
1285,1/07,2
1285,1/08,5
1285,1/09,5
1285,1/10,10
1285,1/11,10
1285,1/12,11
1285,1/13,11
1285,1/14,10
1285,1/15,8
1285,1/16,6
1285,1/17,6
1285,1/18,7
1285,1/19,7
1285,1/20,7
1285,1/21,5
1285,1/22,5
1285,1/23,5
1285,1/24,5
1286,1/05,24
1286,1/06,26
1286,1/07,28
1286,1/08,34
1286,1/09,40
1286,1/10,51
1286,1/11,60
1286,1/12,77
1286,1/13,74
1286,1/14,75
1286,1/15,74
1286,1/16,74
1286,1/17,74
1286,1/18,74
1286,1/19,73
1286,1/20,75
1286,1/21,73
1286,1/22,71
1286,1/23,70
1286,1/24,69
1287,1/05,5
1287,1/06,5
1287,1/07,5
1287,1/08,11
1287,1/09,12
1287,1/10,15
1287,1/11,17
1287,1/12,20
1287,1/13,21
1287,1/14,21
1287,1/15,17
1287,1/16,17
1287,1/17,16
1287,1/18,16
1287,1/19,16
1287,1/20,16
1287,1/21,15
1287,1/22,15
1287,1/23,15
1287,1/24,15
1288,1/05,22
1288,1/06,27
1288,1/07,35
1288,1/08,42
1288,1/09,47
1288,1/10,51
1288,1/11,56
1288,1/12,64
1288,1/13,62
1288,1/14,62
1288,1/15,61
1288,1/16,58
1288,1/17,58
1288,1/18,58
1288,1/19,59
1288,1/20,63
1288,1/21,59
1288,1/22,57
1288,1/23,57
1288,1/24,57
1289,1/05,8
1289,1/06,9
1289,1/07,9
1289,1/08,10
1289,1/09,11
1289,1/10,11
1289,1/11,12
1289,1/12,16
1289,1/13,17
1289,1/14,15
1289,1/15,15
1289,1/16,15
1289,1/17,15
1289,1/18,15
1289,1/19,15
1289,1/20,14
1289,1/21,14
1289,1/22,14
1289,1/23,14
1289,1/24,14
1290,1/05,10
1290,1/06,13
1290,1/07,14
1290,1/08,23
1290,1/09,23
1290,1/10,27
1290,1/11,30
1290,1/12,36
1290,1/13,31
1290,1/14,32
1290,1/15,29
1290,1/16,28
1290,1/17,29
1290,1/18,29
1290,1/19,29
1290,1/20,29
1290,1/21,29
1290,1/22,29
1290,1/23,27
1290,1/24,27
1291,1/05,6
1291,1/06,6
1291,1/07,8
1291,1/08,8
1291,1/09,11
1291,1/10,11
1291,1/11,10
1291,1/12,12
1291,1/13,13
1291,1/14,12
1291,1/15,12
1291,1/16,12
1291,1/17,12
1291,1/18,12
1291,1/19,12
1291,1/20,12
1291,1/21,12
1291,1/22,12
1291,1/23,11
1291,1/24,11
1292,1/05,9
1292,1/06,10
1292,1/07,12
1292,1/08,13
1292,1/09,12
1292,1/10,15
1292,1/11,16
1292,1/12,18
1292,1/13,15
1292,1/14,11
1292,1/15,10
1292,1/16,9
1292,1/17,10
1292,1/18,11
1292,1/19,11
1292,1/20,10
1292,1/21,10
1292,1/22,10
1292,1/23,10
1292,1/24,8
1293,1/05,2
1293,1/06,4
1293,1/07,5
1293,1/08,6
1293,1/09,6
1293,1/10,7
1293,1/11,8
1293,1/12,9
1293,1/13,11
1293,1/14,12
1293,1/15,12
1293,1/16,9
1293,1/17,6
1293,1/18,6
1293,1/19,7
1293,1/20,7
1293,1/21,6
1293,1/22,6
1293,1/23,6
1293,1/24,6
1294,1/05,11
1294,1/06,10
1294,1/07,12
1294,1/08,14
1294,1/09,14
1294,1/10,15
1294,1/11,18
1294,1/12,24
1294,1/13,25
1294,1/14,22
1294,1/15,21
1294,1/16,20
1294,1/17,19
1294,1/18,19
1294,1/19,19
1294,1/20,19
1294,1/21,16
1294,1/22,15
1294,1/23,15
1294,1/24,15
1295,1/05,3
1295,1/06,3
1295,1/07,3
1295,1/08,3
1295,1/09,3
1295,1/10,4
1295,1/11,4
1295,1/12,5
1295,1/13,4
1295,1/14,4
1295,1/15,3
1295,1/16,3
1295,1/17,3
1295,1/18,3
1295,1/19,3
1295,1/20,3
1295,1/21,3
1295,1/22,3
1295,1/23,3
1295,1/24,3
1296,1/05,14
1296,1/06,15
1296,1/07,14
1296,1/08,21
1296,1/09,29
1296,1/10,30
1296,1/11,35
1296,1/12,46
1296,1/13,49
1296,1/14,62
1296,1/15,65
1296,1/16,64
1296,1/17,60
1296,1/18,61
1296,1/19,60
1296,1/20,57
1296,1/21,51
1296,1/22,49
1296,1/23,47
1296,1/24,47
1297,1/05,14
1297,1/06,16
1297,1/07,15
1297,1/08,18
1297,1/09,25
1297,1/10,25
1297,1/11,28
1297,1/12,42
1297,1/13,42
1297,1/14,38
1297,1/15,36
1297,1/16,33
1297,1/17,32
1297,1/18,32
1297,1/19,32
1297,1/20,28
1297,1/21,25
1297,1/22,23
1297,1/23,21
1297,1/24,21
1298,1/05,4
1298,1/06,4
1298,1/07,4
1298,1/08,5
1298,1/09,7
1298,1/10,11
1298,1/11,12
1298,1/12,19
1298,1/13,19
1298,1/14,20
1298,1/15,19
1298,1/16,19
1298,1/17,16
1298,1/18,16
1298,1/19,16
1298,1/20,14
1298,1/21,11
1298,1/22,9
1298,1/23,7
1298,1/24,7
1299,1/05,4
1299,1/06,4
1299,1/07,7
1299,1/08,6
1299,1/09,6
1299,1/10,6
1299,1/11,6
1299,1/12,13
1299,1/13,15
1299,1/14,17
1299,1/15,19
1299,1/16,19
1299,1/17,18
1299,1/18,17
1299,1/19,17
1299,1/20,17
1299,1/21,16
1299,1/22,14
1299,1/23,12
1299,1/24,12
1301,1/05,11
1301,1/06,12
1301,1/07,12
1301,1/08,20
1301,1/09,23
1301,1/10,28
1301,1/11,30
1301,1/12,35
1301,1/13,37
1301,1/14,34
1301,1/15,33
1301,1/16,33
1301,1/17,32
1301,1/18,31
1301,1/19,29
1301,1/20,29
1301,1/21,26
1301,1/22,24
1301,1/23,24
1301,1/24,23
1302,1/05,5
1302,1/06,5
1302,1/07,5
1302,1/08,5
1302,1/09,5
1302,1/10,7
1302,1/11,7
1302,1/12,6
1302,1/13,9
