id,code,name
1213,MGT 566,MetricsTools&IndicatrsCorpResp
1214,F&ES 814,Energy System Analysis
1214,MGT 563,Energy System Analysis
1215,F&ES 819,StrategiesforLandConservation
1215,MGT 686,StrategiesforLandConservation
1216,F&ES 820,LandUseLaw&EnvPlanning
1217,F&ES 822,Strategic Communication
1217,MGT 553,Strategic Communication
1218,F&ES 834,Environmental Economics&Policy
1219,F&ES 835E,Land Use Planning (Online)
1220,F&ES 838,EnvProductLife-CycleAssessment
1221,F&ES 839,SocScienceofConserv&Develop
1222,F&ES 846,Perspectives Env. Injustices
1223,F&ES 857,Environ Hist & Values
1223,REL 906H,Environ Hist & Values
1225,F&ES 877,AnthropologyGlobalEconDvlp&Con
1226,F&ES 884,Industrial Ecology
1231,F&ES 902,Env. Anthropology Research Lab
1232,F&ES 905,Doc Sem in Environ Economics
1233,F&ES 910,SurvivalSkills:DoctoralStudent
1234,F&ES 951,"Policy,Politics&Public Lands"
1235,F&ES 953,Business & Environment Clinic
1236,F&ES 955,ResearchAnalysis&CommForestEco
1239,F&ES 964,Large-Scale Conservation
1240,F&ES 970,Environmental ProtectionClinic
1240,LAW 30164,Environmental ProtectionClinic
1241,F&ES 971,Land Use Clinic
1242,F&ES 972,AdvEnvironmentalProtectClinic
1242,LAW 30165,AdvEnvironmentalProtectClinic
1243,F&ES 975,Environmental Justice Capstone
1243,LAW 30187,Environmental Justice Capstone
1244,F&ES 979,Capstone:Sub-national Playbook
1245,F&ES 981,ClimateAnimalFoodEnvironPolLab
1245,LAW 30241,ClimateAnimalFoodEnvironPolLab
1246,F&ES 983,Water Resource Science & Mgmt
1247,F&ES 984,Energy&ClimateChngPolicyPract
1248,F&ES 985,Capstone:UrbanSuburbanRegPlan
1249,F&ES 999,Directed Research-Doctoral
1250,FILM 150,Introduction to Film Studies
1253,FILM 317,Comparative New Wave Studies
1253,LITR 370,Comparative New Wave Studies
1253,MMES 317,Comparative New Wave Studies
1255,FILM 330,The Screenwriter's Craft
1258,FILM 350,Screenwriting
1261,FILM 395,Intermediate Screenwriting
1263,FILM 400,Global Silent Cinema
1263,HSAR 413,Global Silent Cinema
1265,FILM 403,Scared to Death: Fear & Media
1266,FILM 411,The Films of Alfred Hitchcock
1266,LITR 380,The Films of Alfred Hitchcock
1269,FILM 442,The City in Literature & Film
1269,LITR 403,The City in Literature & Film
1269,RUSS 403,The City in Literature & Film
1273,FILM 457,Ital Film:Postwar to Postmodrn
1273,ITAL 303,Ital Film:Postwar to Postmodrn
1273,LITR 359,Ital Film:Postwar to Postmodrn
1274,FILM 471,Independent Directed Study
1276,FILM 485,Global Film and Media Concepts
1276,FILM 885,Global Film and Media Concepts
1276,SLAV 385,Global Film and Media Concepts
1277,FILM 488,Advanced Screenwriting
1278,FILM 492,The Senior Essay
1279,FILM 494,The Senior Project
1280,FILM 604,The Film Archive
1281,FILM 778,Russian Lit&Film in 1920s&30s
1281,RUSS 695,Russian Lit&Film in 1920s&30s
1285,FREN 096,Women's Self-Narratives
1286,FREN 120,Elementary&Intermed French II
1287,FREN 130,Intermediate&AdvancedFrench I
1288,FREN 140,Intermed & Advanced French II
1289,FREN 145,Intensive Intermed& Adv French
1290,FREN 150,Advanced Language Practice
1291,FREN 160,Advanced Culture& Conversation
1292,FREN 170,Intro Study of French Lit
1293,FREN 182,Creative Writing Workshop
1294,FREN 184,Business French
1295,FREN 192,IntermediatLiteraryTranslation
1296,FREN 240,The Modern French Novel TR
1296,HUMS 201,The Modern French Novel TR
1296,LITR 214,The Modern French Novel TR
1297,FREN 307,France by Rail
1297,LITR 302,France by Rail
1298,FREN 366,Writer&Artist inParis1780-1914
1298,HSAR 251,Writer&Artist inParis1780-1914
1299,FREN 368,Reasoning with Voltaire
1301,FREN 388,FeminineVoices in FrenchLit TR
1301,HUMS 162,FeminineVoices in FrenchLit TR
1302,FREN 391,Fake News and True Stories
1305,FREN 491,The Senior Essay
1308,FREN 903,Theories of Marie-Antoinette
1313,G&G 126L,Lab for the History of Life
1315,G&G 212,Global Tectonics
1316,G&G 216,GlobalWarming: Climate Physics
1317,G&G 220,Petrology and Mineralogy
1318,G&G 232,Earth Surface Processes
1320,G&G 270,Herpetology
1322,G&G 301,Introduction to Geochemistry
1323,G&G 310,Isotope Geochemistry
1323,G&G 510,Isotope Geochemistry
1324,G&G 322,Physics of Weather and Climate
1324,G&G 522,Physics of Weather and Climate
1325,G&G 326,IntroToEarth&PlanetaryPhysics
1325,G&G 526,IntroToEarth&PlanetaryPhysics
1327,G&G 402,Paleoclimates
1327,G&G 602,Paleoclimates
1328,G&G 421,Geophysical Fluid Dynamics
1328,G&G 521,Geophysical Fluid Dynamics
1329,G&G 487,Individual Study: Geol&Geophys
1330,G&G 491,Research and Senior Thesis
1331,G&G 492,The Senior Essay
1332,G&G 529,Intro to Geodynamics
1334,G&G 645,Paleoecology
1335,G&G 715,Tropical Climate Dynamics
1336,G&G 744,Sem in Mantle & CoreProccesses
1337,G&G 757,Studies in Global Geoscience
1338,G&G 775,Sem:Lithosphere&SurfaceProcess
1339,G&G 789,CurrTopicsMetamorphicProcesses
1340,G&G 840,Tutorial in Sedimentology
1341,G&G 920,Research in Rock Mechanics
1343,GENE 676,Graduate Student Seminar
1344,GENE 734,Molecular BiologyAnimalViruses
1344,MB&B 734,Molecular BiologyAnimalViruses
1344,MBIO 734,Molecular BiologyAnimalViruses
1345,GENE 743,AdvEukaryoticMolecularBiology
1345,MB&B 443,AdvEukaryoticMolecularBiology
1345,MB&B 743,AdvEukaryoticMolecularBiology
1345,MCDB 743,AdvEukaryoticMolecularBiology
1346,GENE 760,GenomicMethodsGeneticAnalysis
1347,GENE 777,Mechanisms of Development
1347,MCDB 677,Mechanisms of Development
1350,GENE 921,Readings Genetics&MoleculrBiol
1351,GLBL 122,Applied Quant Analysis II
1353,GLBL 193,Epidemiology & Public Health
1353,HLTH 240,Epidemiology & Public Health
1354,GLBL 195,Logic of Experiments
1354,PLSC 341,Logic of Experiments
1357,GLBL 223,GlobalHealthChallengs&Response
1357,HLTH 230,GlobalHealthChallengs&Response
1358,GLBL 225,ApproachesInternatlDevelopment
1362,GLBL 236,Politics of Int'l Cooperation
1362,PLSC 182,Politics of Int'l Cooperation
1364,GLBL 268,Intro International Relations
1364,PLSC 111,Intro International Relations
1365,GLBL 274,Terrorism
1365,PLSC 137,Terrorism
1367,GLBL 284,MassAtrocitiesGlobalPolitics
1367,PLSC 167,MassAtrocitiesGlobalPolitics
1368,GLBL 288,Civil-Military Relations
1369,GLBL 289,War and Peace in N Ireland
1369,HIST 245J,War and Peace in N Ireland
1369,PLSC 431,War and Peace in N Ireland
1373,GLBL 315,Economics of the EU
1377,GLBL 341,The Geopolitics of Democracy
1377,PLSC 450,The Geopolitics of Democracy
1378,GLBL 342,Studies in Grand Strategy I
1378,HIST 482J,Studies in Grand Strategy I
1378,MGT 984,Studies in Grand Strategy I
1378,PLSC 321,Studies in Grand Strategy I
1380,GLBL 355,"USA, China, and Korean Crisis"
1382,GLBL 381,Strategy
1382,GLBL 674,Strategy
1382,PLSC 140,Strategy
1382,PLSC 674,Strategy
1383,GLBL 390,"Cybersecurity, Cyberwar & IR"
1383,GLBL 590,"Cybersecurity, Cyberwar & IR"
1383,LAW 21023,"Cybersecurity, Cyberwar & IR"
1384,GLBL 450,Directed Research
1385,GLBL 460,TurningPointsAmerForeignPolicy
1386,GLBL 526,EconStratDoingBusDevCountries
1386,MGT 526,EconStratDoingBusDevCountries
1387,GLBL 543,Practicum Data Analysis
1387,MGT 672,Practicum Data Analysis
1388,GLBL 545,Emotions in Foreign Policy
1389,GLBL 550,Python for Global Affairs
1390,GLBL 562,Cyber Ops in US Nat Sec Policy
1391,GLBL 575,National Security Law
1392,GLBL 591,Law of the Sea
1392,LAW 21651,Law of the Sea
1393,GLBL 594,Intro to Intl & Transntl Law
1393,LAW 21454,Intro to Intl & Transntl Law
1394,GLBL 598,Military Justice
1394,LAW 21678,Military Justice
1395,GLBL 601,"Current Issues, Intl.Economics"
1396,GLBL 604,Conflict: IraqSyriaYemenAfghan
1397,GLBL 606,Policy Making in US ExecBranch
1399,GLBL 620,Global Crises Response
1400,GLBL 624,ContemporaryChinaResearchSem
1400,LAW 21179,ContemporaryChinaResearchSem
1401,GLBL 625,Mass Atrocity Warning
1402,GLBL 635,Business Profit & Purpose
1403,GLBL 640,Philanthropy & Global Affairs
1404,GLBL 685,U.S.Policy MiddleEast N.Africa
1404,LAW 21104,U.S.Policy MiddleEast N.Africa
1405,GLBL 714,Africa: Business&GlobalGrowth
1405,MGT 651,Africa: Business&GlobalGrowth
1407,GLBL 740,WstrnHemi: TrnsntlPolicyAgenda
1408,GLBL 750,American Power in 21st Century
1409,GLBL 771,EffStatesWeakStates&Ctzens
1410,GLBL 773,Chllnges in Reform&Recnstructn
1411,GLBL 790,Leadership
1412,GLBL 795,Russian Utilization of PMCs
1413,GLBL 799,Independent Project
1414,GLBL 803,PowerShifts:GloblChangeHistory
1415,GLBL 827,Totalitarianism:IntellctlHstry
1415,HIST 966,Totalitarianism:IntellctlHstry
1416,GLBL 833,Counterterrorist Financing
1418,GLBL 840,Macroeconomics
1419,GLBL 883,Stability Central&Estrn Europe
1420,GLBL 885,World Order
1420,HUMS 316,World Order
1421,GLBL 930,GlblSocialEntrprneurship:India
1421,MGT 529,GlblSocialEntrprneurship:India
1422,GLBL 945,Macroprudential Policy II
1422,MGT 945,Macroprudential Policy II
1423,GLBL 999,Directed Reading
1424,GMAN 051,Game of Thrones
1424,LITR 024,Game of Thrones
1425,GMAN 102,Reading Yiddish
1425,JDST 416,Reading Yiddish
1426,GMAN 110,Elementary German I
1427,GMAN 120,Elementary German II
1428,GMAN 130,Intermediate German I
1429,GMAN 140,Intermediate German II
1430,GMAN 145,Intensive German II
1431,GMAN 151,ExplContempGermanCulture
1432,GMAN 163,The Afro-German Experience
1433,GMAN 176,Narratives of the Uncanny
1435,GMAN 316,The Death Sentence
1435,HUMS 317,The Death Sentence
1437,GMAN 373,Resistance
1437,HIST 455J,Resistance
1437,HUMS 287,Resistance
1437,WGSS 347,Resistance
1439,GMAN 493,The Senior Essay Tutorial
1443,GMAN 900,Directed Reading
1444,GREK 120,GreekGrammar Review & Readings
1445,GREK 125,Intensive Beginning Greek
1446,GREK 141,Homer: An Introduction
1447,GREK 443,Homer's Iliad
1447,GREK 743,Homer's Iliad
1448,GREK 458,Byzantine Greek
1448,GREK 758,Byzantine Greek
1449,HEBR 120,Elementary Modern Hebrew II
1449,HEBR 501,Elementary Modern Hebrew II
1450,HEBR 140,Intermediate Modern Hebrew II
1450,HEBR 503,Intermediate Modern Hebrew II
1451,HEBR 147,Intermed Biblical Hebrew II
1452,HEBR 158,Contemp IsraeliSociety in Film
1452,HEBR 505,Contemp IsraeliSociety in Film
1452,JDST 305,Contemp IsraeliSociety in Film
1452,MMES 168,Contemp IsraeliSociety in Film
1453,HEBR 164,Biblical to Modern Hebrew
1453,HEBR 563,Biblical to Modern Hebrew
1453,JDST 417,Biblical to Modern Hebrew
1453,JDST 695,Biblical to Modern Hebrew
1453,MMES 167,Biblical to Modern Hebrew
1454,HEBR 169,In Dialogue: Hebrew & Arabic
1454,JDST 403,In Dialogue: Hebrew & Arabic
1454,MMES 162,In Dialogue: Hebrew & Arabic
1455,HGRN 120,Elementary Hungarian II
1456,HIST 006,Medicine&SocietyInAmericanHist
1456,HSHM 005,Medicine&SocietyInAmericanHist
1459,HIST 055,A History of Modern London
1460,HIST 078,Truth and Post-Truth
1461,HIST 081,NationalistMythsModMiddleEast
1461,MMES 080,NationalistMythsModMiddleEast
1462,HIST 090,The History of Sport
1464,HIST 107J,The United States Global 1970s
1465,HIST 113J,"Women, Gender, and Work"
1466,HIST 114,History of Reproductive Health
1466,HSHM 206,History of Reproductive Health
1469,HIST 120J,NYIntellectualsArgument
1469,HUMS 387,NYIntellectualsArgument
1469,PLSC 294,NYIntellectualsArgument
1470,HIST 123J,Words of Nations
1472,HIST 128J,Race/DiseaseAmericanMedicine
1472,HSHM 475,Race/DiseaseAmericanMedicine
1473,HIST 134J,Yale and America
1475,HIST 149J,A History of the Border Wall
1477,HIST 154J,Representative U. S. Politics
1479,HIST 168J,"Quebec & Canada, 1791-Present"
1480,HIST 172J,"Crime, Punishment, and Progres"
1482,HIST 194J,Cit/Race/PubHealth U.S. Hist
1482,HSHM 424,Cit/Race/PubHealth U.S. Hist
1484,HIST 205J,Law and Justice in Middle Ages
1485,HIST 211,"The Birth of Europe, 1000-1500"
1486,HIST 214J,Modernism in Europe
1487,HIST 215J,The Art of Biography
1488,HIST 216J,Eurasian Encounters before1500
1490,HIST 222J,Russia and the Eurasian Steppe
1490,RSEE 222,Russia and the Eurasian Steppe
1492,HIST 228,Vikings
1493,HIST 230,Jewish Political History
1494,HIST 231,What was Enlightenment?
1494,HUMS 277,What was Enlightenment?
1495,HIST 231J,Collab&ResistanceInVichyFrance
1496,HIST 233,Eastern Christianities
1496,RLST 159,Eastern Christianities
1497,HIST 237J,History of Modern Greece
1497,MGRK 222,History of Modern Greece
1498,HIST 239,Britain's Empire
1500,HIST 244,Cultures of Western Medicine
1500,HSHM 321,Cultures of Western Medicine
1503,HIST 260,Tolstoy's War and Peace
1503,HUMS 255,Tolstoy's War and Peace
1503,LITR 253,Tolstoy's War and Peace
1503,RSEE 312,Tolstoy's War and Peace
1503,RUSS 312,Tolstoy's War and Peace
1504,HIST 260J,"Sex, Life, and Generation"
1504,HSHM 468,"Sex, Life, and Generation"
1506,HIST 276,France Since 1871
1507,HIST 277J,Memory&History inModern Europe
1508,HIST 281,"Christian Mysticism, 1200-1700"
1508,RLST 268,"Christian Mysticism, 1200-1700"
1509,HIST 287J,Sexual Minorities
1509,RLST 347,Sexual Minorities
1509,SOCY 331,Sexual Minorities
1509,WGSS 291,Sexual Minorities
1510,HIST 289J,Collecting Nature&Art
1510,HSAR 399,Collecting Nature&Art
1510,HSHM 407,Collecting Nature&Art
1510,HUMS 220,Collecting Nature&Art
1511,HIST 303,Japan's Modern Revolution
1516,HIST 322J,"Bodies,Sci&Goods:Mediterranean"
1516,HSHM 441,"Bodies,Sci&Goods:Mediterranean"
1519,HIST 330J,Modern Mexico
1523,HIST 344J,The Middle East Before Oil
1524,HIST 345,Jews In Muslim Lands 7th-16thC
1524,HIST 590,Jews In Muslim Lands 7th-16thC
1524,JDST 265,Jews In Muslim Lands 7th-16thC
1524,JDST 764,Jews In Muslim Lands 7th-16thC
1524,MMES 148,Jews In Muslim Lands 7th-16thC
1524,RLST 202,Jews In Muslim Lands 7th-16thC
1524,RLST 777,Jews In Muslim Lands 7th-16thC
1525,HIST 351,The Golden Age of Islam
1525,MMES 193,The Golden Age of Islam
1525,RLST 155,The Golden Age of Islam
1525,RLST 535,The Golden Age of Islam
1528,HIST 403J,Vaccination in Hist Perspect
1528,HSHM 473,Vaccination in Hist Perspect
1531,HIST 419J,Gender and Science
1531,HSHM 433,Gender and Science
1531,WGSS 419,Gender and Science
1532,HIST 428J,Crit Theories Science Religion
1532,HSHM 477,Crit Theories Science Religion
1532,HUMS 463,Crit Theories Science Religion
1532,RLST 437,Crit Theories Science Religion
1536,HIST 494,Individual Writing Tutorial
1537,HIST 495,The Senior Essay
1538,HIST 496,The Senior Essay
1539,HIST 497,One-Term Senior Essay
1542,HIST 564,The Renaissance beyond Italy
1542,RNST 501,The Renaissance beyond Italy
1543,HIST 573,Death and Remembrance
1543,REL 748,Death and Remembrance
1544,HIST 591,Jews in Medieval Eur 1200–1500
1544,JDST 804,Jews in Medieval Eur 1200–1500
1545,HIST 677,Russia intheAgeofPetertheGreat
1546,HIST 683,Global History of Estrn Europe
1556,HIST 760,American Legal History
1556,LAW 21063,American Legal History
1559,HIST 813,Liberation Theology in LatinAm
1559,REL 723,Liberation Theology in LatinAm
1562,HIST 861,Research in Ottoman History
1564,HIST 884,Readings History Modern Japan
1567,HIST 921,Problems in Science Studies
1567,HSHM 710,Problems in Science Studies
1568,HIST 925,Visual&MaterialCulturesScience
1568,HSHM 749,Visual&MaterialCulturesScience
1569,HIST 931,Problems in History of Science
1569,HSHM 702,Problems in History of Science
1571,HIST 943,"HealthPolitics,BodyPolitics"
1571,HSHM 736,"HealthPolitics,BodyPolitics"
1571,WGSS 730,"HealthPolitics,BodyPolitics"
1572,HIST 950,"Workshop, Article Publication"
1572,HSHM 765,"Workshop, Article Publication"
1575,HIST 968,Essays Historical Method
1576,HIST 994,Oral Examination Tutorial
1577,HIST 995,Prospectus Tutorial
1578,HIST 998,Directed Reading
1579,HIST 999,Directed Research
1580,HLTH 140,Health of the Public
1580,SOCY 126,Health of the Public
1584,HLTH 485,Global Health Justice
1585,HLTH 495,Health Research Topics
1586,HMRT 100,Human Rights Theory & Politics
1586,PLSC 148,Human Rights Theory & Politics
1587,HNDI 120,Elementary Hindi II
1588,HNDI 140,Intermediate Hindi II
1589,HNDI 142,Accelerated Hindi II
1590,HNDI 159,HindiLiterature&PublicCulture
1591,HNDI 198,Advanced Tutorial
1592,HPM 514,"Health Politics,Governance&Pol"
1593,HPM 536,Narratives in Health Media
1593,MGT 668,Narratives in Health Media
1594,HPM 542,Health of Women & Children
1595,HPM 555,Health Policy&Mgmt Practicum
1596,HPM 560,Health Economics & US Policy
1598,HPM 573,Adv Top-Modeling HC Decisions
1599,HPM 576,Comparative HC Systems
1600,HPM 583,Methods in Health Svcs Res
1602,HPM 597,Capstone Course in Hlth Policy
1603,HPM 600,Directed Readings HPM
1604,HPM 610,Appl Area Readings for Q Exams
1605,HPM 618,Colloq in Health Svc Rsch
1606,HPM 621,Managing Social Enterprises
1606,MGT 621,Managing Social Enterprises
1607,HPM 645,Chinese & U.S. Health Sys Comp
1608,HPM 688,MngingHealthcareinComplexSysts
1608,MGT 695,MngingHealthcareinComplexSysts
1609,HPM 698,Healthcare Finance & Economics
1609,MGT 698,Healthcare Finance & Economics
1610,HPM 700,ColloquiumHealthcareLeadership
1610,MGT 699,ColloquiumHealthcareLeadership
1611,HPM 995,Sustainble Innov inHealthCare
1611,MGT 995,Sustainble Innov inHealthCare
1612,HSAR 017,African Art History
1614,HSAR 115,IntroHistArt:Renaissnc-Present
1617,HSAR 220,Intro Contemporary Art
1622,HSAR 264,Constantinople/Istanbul
1623,HSAR 282,Renaissance Bodies
1623,HSHM 237,Renaissance Bodies
1623,WGSS 282,Renaissance Bodies
1625,HSAR 383,Sacred Space in South Asia
1625,SAST 374,Sacred Space in South Asia
1627,HSAR 401,CriticalApproachesToArtHistory
1628,HSAR 412,Material&MeaningAncientAmerica
1631,HSAR 436,The Art of Crisis
1634,HSAR 447,EpicIndia:RamaStoryVIsualArt
1634,SAST 471,EpicIndia:RamaStoryVIsualArt
1635,HSAR 450,Victorian Radicals
1640,HSAR 498,Independent Tutorial
1641,HSAR 499,The Senior Essay
1642,HSAR 512,Directed Research
1644,HSAR 527,African Art
1645,HSAR 528,William Morris
1649,HSAR 535,Russian Style: MaterialCulture
1649,RUSS 655,Russian Style: MaterialCulture
1650,HSAR 537,Modern Sculpture
1651,HSAR 538,Visual Culture Modern So. Asia
1651,SAST 656,Visual Culture Modern So. Asia
1653,HSAR 592,Art of the Chora Monastery
1653,REL 904,Art of the Chora Monastery
1654,HSAR 604,Inventing the New World
1657,HSAR 675,Physical History of Art
1658,HSAR 684,Painting Photography Film
1659,HSAR 697,Art & Technology
1661,HSAR 795,Empire
1674,HSHM 471,Directed Reading
1679,HSHM 490,Yearlong Senior Project
1680,HSHM 491,Yearlong Senior Project
1689,HSHM 930,Independent Research
1692,HUMS 143,Intro to Ancient Greek History
1693,HUMS 151,Shakespeare:Tragedies&Romances
1695,HUMS 166,Classical Arabic Philosophy
1695,PHIL 135,Classical Arabic Philosophy
1695,RLST 166,Classical Arabic Philosophy
1695,RLST 727,Classical Arabic Philosophy
1696,HUMS 177,Music and Morality
1696,MUSI 178,Music and Morality
1697,HUMS 189,Music & Jane Austen
1697,MUSI 189,Music & Jane Austen
1700,HUMS 212,Mystical Poetry Judaism Islam
1700,JDST 347,Mystical Poetry Judaism Islam
1700,LITR 400,Mystical Poetry Judaism Islam
1700,NELC 241,Mystical Poetry Judaism Islam
1700,RLST 236,Mystical Poetry Judaism Islam
1703,HUMS 241,Baseball as Grand Strategy
1704,HUMS 247,Iconic Material Culture
1704,SOCY 352,Iconic Material Culture
1704,SOCY 620,Iconic Material Culture
1715,HUMS 318,War and Its Literature
1716,HUMS 320,The Underworld
1716,LITR 324,The Underworld
1716,THST 330,The Underworld
1720,HUMS 358,Radical Classics
1720,PLSC 333,Radical Classics
1723,HUMS 411,Life Worth Living
1727,HUMS 471,SpecialStudiesInTheHumanities
1728,HUMS 491,The Senior Essay
1729,IBIO 503,RCR Refresher Course
1730,IBIO 531,Advanced Immunology
1731,IBIO 539,Human Immunology
1733,IBIO 612,Research Rotation 2
1734,IBIO 613,Research Rotation 3
1735,IMED 635,Dir Reading Investigative Medi
1736,IMED 655,WritingYourCareerDvlpmntGrant
1737,IMED 662,"MethodsClinicalRsrch,Part III"
1739,INDN 120,Elementary Indonesian II
1740,INDN 140,Intermediate Indonesian II
1741,INDN 160,Advanced Indonesian II
1742,INDN 180,Project on Indonesia
1743,INDN 471,Independent Tutorial
1744,INDN 570,Readings in Indonesian
1745,INDN 120,Elementary Indonesian II
1746,INDN 140,Intermediate Indonesian II
1747,INDN 160,Advanced Indonesian II
1748,INDN 180,Project on Indonesia
1749,INDN 471,Independent Tutorial
1750,INDN 570,Readings in Indonesian
1751,INP 507,MechanismsNeurologicalDisease
1752,INP 512,LabRotationFirstYearStudents
1753,INP 514,Second-Year Thesis Rsrch
1754,INP 519,Tutorial
1755,INP 532,Neurobiology Cortical Systems
1757,INP 580,Bioethics in Neuroscience
1758,INP 599,Data Analysis in Neuroscience
1759,INP 703,Fndtns of Systems Neuroscience
1760,INP 704,Comparative Neuroanatomy
1761,ITAL 110,Elementary Italian I
1762,ITAL 120,Elementary Italian II
1763,ITAL 125,Intensive Elementary Italian
1764,ITAL 140,Intermediate Italian II
1765,ITAL 151,Advanced Italian Workshop
1766,ITAL 172,Baroque to the Present
1767,ITAL 226,Poets of the Duecento
1767,ITAL 707,Poets of the Duecento
1767,RNST 508,Poets of the Duecento
1770,ITAL 491,The Senior Essay
1772,ITAL 781,The Decameron
1773,JAPN 120,Elementary Japanese II
1774,JAPN 140,Intermediate Japanese II
1775,JAPN 151,Advanced Japanese II
1776,JAPN 157,Advanced Japanese IV
1777,JAPN 171,Readings in Literary Japanese
1777,JAPN 571,Readings in Literary Japanese
1778,JDST 225,Philosophizing From the Margin
1778,PHIL 406,Philosophizing From the Margin
1779,JDST 243,The Ancient Synagogue
1779,JDST 706,The Ancient Synagogue
1779,RLST 790,The Ancient Synagogue
1781,JDST 297,American Jewish Identity
1781,RLST 192,American Jewish Identity
1784,JDST 306,Israeli Narratives TR
1784,MMES 157,Israeli Narratives TR
1784,NELC 157,Israeli Narratives TR
1784,NELC 557,Israeli Narratives TR
1788,JDST 400,The Bible in Antiquity
1788,JDST 728,The Bible in Antiquity
1788,RLST 408,The Bible in Antiquity
1788,RLST 651,The Bible in Antiquity
1792,JDST 670,Middle Persian
1792,PERS 155,Middle Persian
1792,PERS 505,Middle Persian
1796,JDST 840,Law and Religious Identity
1796,LAW 21364,Law and Religious Identity
1797,KHMR 120,Elementary Khmer II
1798,KREN 120,Elementary Korean II
1799,KREN 140,Intermediate Korean II
1800,KREN 142,IntermedKoreanAdvncedLearnrsII
1801,KREN 151,Advanced Korean II
1802,KREN 154,Advanced Korean III
1804,LAST 223,Spanish in Film
1804,SPAN 223,Spanish in Film
1805,LAST 225,SpanishFor Medical Professions
1805,SPAN 225,SpanishFor Medical Professions
1806,LAST 243,Advanced Spanish Grammar
1806,SPAN 243,Advanced Spanish Grammar
1807,LAST 262,StudiesInSpanish Literature II
1807,SPAN 262,StudiesInSpanish Literature II
1812,LAST 491,The Senior Essay
1813,LATN 120,LatinGrammar Review & Readings
1814,LATN 141,Latin Poetry: An Introduction
1815,LATN 390,Latin Syntax and Stylistics
1815,LATN 790,Latin Syntax and Stylistics
1816,LATN 438,Cicero's Political Speeches
1817,LATN 450,Roman Dining
1818,LATN 738,Cicero's Political Speeches
1819,LAW 21005,Aging and the Law
1821,LAW 21042,"Corruption, Econ. Dev. & Dem."
1821,PLSC 714,"Corruption, Econ. Dev. & Dem."
1822,LAW 21046,Const.Philos.Hist.
1822,PLSC 842,Const.Philos.Hist.
1824,LAW 21065,Securities Regulation
1825,LAW 21068,Antitrust
1826,LAW 21074,Financial Stability Regulation
1826,MGT 943,Financial Stability Regulation
1829,LAW 21156,Law and Macroeconomics
1831,LAW 21162,Health Law
1832,LAW 21167,Intellectual Property
1832,MGT 693,Intellectual Property
1836,LAW 21390,ConfrontingAmericasConstCrisis
1836,PLSC 859,ConfrontingAmericasConstCrisis
1837,LAW 21408,PhilLawNormative Jurisprudence
1837,PHIL 715,PhilLawNormative Jurisprudence
1838,LAW 21431,Law and Community Vitality
1838,PSYC 691,Law and Community Vitality
1838,SOCY 587,Law and Community Vitality
1840,LAW 21458,EconHistIslamicMidEast
1840,PLSC 770,EconHistIslamicMidEast
1842,LAW 21575,Law and Psychology
1842,PSYC 674,Law and Psychology
1843,LAW 21601,Administrative Law
1846,LAW 21709,American Indian Law
1853,LAW 30223,AdvancedIssues Capital Markets
1853,MGT 662,AdvancedIssues Capital Markets
1856,LING 112,Historical Linguistics
1856,LING 512,Historical Linguistics
1858,LING 125,Introductory Sanskrit II
1858,LING 525,Introductory Sanskrit II
1858,SKRT 120,Introductory Sanskrit II
1858,SKRT 520,Introductory Sanskrit II
1859,LING 146,Language and Gender
1859,LING 546,Language and Gender
1859,PSYC 329,Language and Gender
1859,WGSS 145,Language and Gender
1860,LING 148,Intermediate Sanskrit II
1860,LING 548,Intermediate Sanskrit II
1860,SKRT 140,Intermediate Sanskrit II
1860,SKRT 540,Intermediate Sanskrit II
1861,LING 211,GrammaticalDiversityUS English
1862,LING 235,Phonology II
1862,LING 635,Phonology II
1863,LING 238,Speech in Minds and Machines
1863,LING 638,Speech in Minds and Machines
1864,LING 241,Field Methods
1864,LING 641,Field Methods
1865,LING 254,Syntax II
1865,LING 654,Syntax II
1866,LING 266,CogntvFoundatnsOfMeaningChange
1866,LING 666,CogntvFoundatnsOfMeaningChange
1867,LING 271,Philosophy of Language
1867,PHIL 271,Philosophy of Language
1868,LING 275,Pragmatics
1868,LING 675,Pragmatics
1869,LING 324,Sound Change
1869,LING 724,Sound Change
1870,LING 380,Neural Networks and Language
1870,LING 780,Neural Networks and Language
1871,LING 491,The Senior Essay
1872,LING 888,Writing Linguistics
1873,LITR 017,All the World's a Stage
1873,THST 094,All the World's a Stage
1876,LITR 140,How To Compare
1892,LITR 331,Medieval World Literature
1907,LITR 465,Inquisitions
1907,SPAN 319,Inquisitions
1908,LITR 491,The Senior Essay
1909,LITR 493,The Yearlong Senior Essay
1910,MATH 106,The Shape of Space
1911,MATH 108,Estimation and Error
1912,MATH 111,IntroToFunctionsAndCalculusII
1913,MATH 112,CalcOfFunctionsOfOneVariable I
1914,MATH 115,CalcOfFunctionsOfOneVariableII
1915,MATH 118,IntroFunctionsSeveralVariables
1916,MATH 120,Calc:FunctionsSeveralVariables
1917,MATH 121,Math Models in Biosciences II
1920,MATH 225,Linear Algebra & Matrix Theory
1921,MATH 231,VectorCalculus&LinearAlgebraII
1922,MATH 235,Reflection Groups
1923,MATH 240,Advanced Linear Algebra
1924,MATH 242,Theory of Statistics
1924,S&DS 242,Theory of Statistics
1924,S&DS 542,Theory of Statistics
1926,MATH 246,OrdinaryDifferentialEquations
1927,MATH 250,Vector Analysis
